Price,Brand,Model,Variant,Series,Year,Kilometers,Type,Gearbox,Fuel,Status,CC,Color,Seating Capacity
27490,Jeep,Compass,Limited (4X4),M6 MY18,2017,92802,Wagon,Automatic,Unleaded Petrol,Used,2359,Black,5
37880,Toyota,RAV4,GX (2WD),Mxaa52R,2019,31000,Wagon,Automatic,Unleaded Petrol,Used,1987,White,5
38888,Ford,Ranger,XLT 3.2 (4X4),PX Mkii,2015,81309,Super Cab Utility,Automatic,Diesel,Used,3198,Silver,4
29950,Toyota,Hilux,Workmate (4X2),TGN121R,2021,25992,Cab Chassis,Automatic,Unleaded Petrol,Used,2694,Silver,2
37990,Mazda,CX-5,Akera (4X4),MY19 (KF Series 2),2018,93619,Wagon,Automatic,Diesel,Used,2191,Red,5
38990,Toyota,RAV4,GXL (4X4),ASA44R MY18,2018,83105,Wagon,Automatic,Unleaded Petrol,Used,2494,Red,5
14990,Volvo,XC60,D5 R-Design,DZ MY11,2010,199609,Wagon,Automatic,Diesel,Used,2400,White,5
25995,Holden,Commodore,SV6,VF II MY17,2017,204784,Sportswagon,Automatic,Unleaded Petrol,Used,3565,Blue,5
26995,Jeep,Grand Cherokee,Laredo (4X4),WK MY14,2013,146473,Wagon,Automatic,Diesel,Used,2987,Black,5
52888,Ford,Ranger,XLS 3.2 (4X4),PX Mkiii MY19,2018,69287,Double Cab Pick Up,Automatic,Diesel,Used,3198,Black,5
10000,Holden,Captiva,5 (FWD),CG Series II,2011,181300,Wagon,Manual,Unleaded Petrol,Used,2384,White,5
12000,Ford,Falcon,XT,BF Mkiii,2008,92000,Wagon,Automatic,Unleaded Petrol,Used,3984,Red,5
20000,Mitsubishi,Lancer,GSR,CF,2015,47117,Sedan,Automatic,Unleaded Petrol,Used,2360,Grey,5
29990,BMW,Z4,3.0I,E85,2003,63812,Roadster,Automatic,Premium Unleaded Petrol,Used,2979,Silver,2
8850,Subaru,Impreza,R (awd),MY09,2009,216000,Sedan,Manual,Premium Unleaded Petrol,Used,1994,Charcoal,5
8850,Subaru,Impreza,R (awd),MY09,2009,215000,Sedan,Manual,Premium Unleaded Petrol,Used,1994,Charcoal,5
12995,Hyundai,I45,Active,YF MY11,2011,165822,Sedan,Automatic,Unleaded Petrol,Used,2359,Grey,5
10300,Nissan,X-Trail,ST (fwd),T31 MY11,2012,244722,Wagon,Manual,Unleaded Petrol,Used,1997,Grey,5
12200,Volvo,C30,T5 R-Design,MY11,2011,98000,Hatchback,Automatic,Premium Unleaded Petrol,Used,2521,Grey,4
85000,HSV,Maloo,R8,V3 MY12,2012,54800,Utility,Automatic,Premium Unleaded Petrol,Used,6200,White,2
8600,Toyota,Yaris,YR,NCP130R,2014,42534,Hatchback,Manual,Unleaded Petrol,Used,1299,Blue,5
9500,Toyota,Yaris,YRS,NCP131R,2013,258000,Hatchback,Automatic,Unleaded Petrol,Used,1497,White,5
17990,Mazda,3,SP25 GT,BM MY15,2016,164773,Sedan,Automatic,Unleaded Petrol,Used,2488,Red,5
11000,Holden,Barina,CDX,TM MY13,2013,90449,Sedan,Automatic,Unleaded Petrol,Used,1598,Black,5
59990,Mazda,CX-9,GT (awd),MY19,2019,18288,Wagon,Automatic,Unleaded Petrol,Used,2488,Grey,7
35990,Holden,Commodore,SS,VE II MY12,2012,91169,Sedan,Manual,Premium Unleaded Petrol,Used,5967,Red,5
10990,Holden,Captiva,5 LS (fwd),CG MY16,2016,225223,Wagon,Manual,Unleaded Petrol,Used,2384,White,5
54226,Audi,S3,2.0 Tfsi Quattro,8V MY18,2018,59098,Sedan,Automatic,Premium Unleaded Petrol,Used,1984,Black,5
52444,Ford,Ranger,XLT 2.0 (4X4),PX Mkiii MY20.25,2020,38815,Super Cab Utility,Automatic,Diesel,Used,1996,Blue,4
44922,Jeep,Wrangler Unlimited,Sport (4X4),JK MY17,2017,81466,Softtop,Manual,Unleaded Petrol,Used,3604,Blue,5
42992,Ford,Focus,RS,LZ,2016,61831,Hatchback,Manual,Premium Unleaded Petrol,Used,2261,Grey,5
49992,Mazda,CX-9,Azami LE (awd),MY19,2018,61095,Wagon,Automatic,Unleaded Petrol,Used,2488,Grey,7
59996,Holden,Commodore,SS-V Redline,VF II MY17,2017,84782,Sedan,Automatic,Premium Unleaded Petrol,Used,6200,White,5
45996,Mazda,CX-8,Asaki (awd),KG MY18,2018,73543,Wagon,Automatic,Diesel,Used,2191,White,7
39888,Renault,Koleos,Black Edition (4X2),XZG MY22,2022,7157,Wagon,Automatic,Unleaded Petrol,Used,2488,Black,5
11497,Holden,Captiva,LX (4X4),CG MY10,2010,228000,Wagon,Automatic,Diesel,Used,1991,Dark,7
59999,Mercedes-Benz,CLA45,4Matic,117 MY17,2017,98526,Coupe,Automatic,Premium Unleaded Petrol,Used,1991,Cirrus,5
15995,Mitsubishi,Triton,GLX (4X4),MN MY11,2011,285125,Double Cab Utility,Manual,Diesel,Used,2477,White,5
33000,Toyota,Landcruiser,GXL (4X4),UZJ100R,2004,258000,Wagon,Automatic,Unleaded Petrol,Used,4664,White,8
39995,Ford,Ranger,XL 2.2 HI-Rider (4X2),PX Mkii MY18,2018,139945,Crew Cab Pickup,Automatic,Diesel,Used,2198,White,5
29750,Holden,Commodore,SS-V,VE II,2011,210698,Sedan,Automatic,Premium Unleaded Petrol,Used,5967,Blue,5
29490,Toyota,Corolla,SX,ZRE172R MY17,2019,73178,Sedan,Automatic,Unleaded Petrol,Used,1798,White,5
26888,Skoda,Superb,162 TSI,NP MY19,2019,127438,Sedan,Automatic,Premium Unleaded Petrol,Used,1984,Silver,5
45990,Mazda,CX-9,Touring (fwd),K,2020,92583,Wagon,Automatic,Unleaded Petrol,Used,2488,Grey,7
21990,Toyota,Yaris,ZR,NCP131R MY15,2014,66722,Hatchback,Automatic,Unleaded Petrol,Used,1497,Red,5
36990,Renault,Koleos,Intens (4X2),XZG MY21,2021,29771,Wagon,Automatic,Unleaded Petrol,Used,2488,Blue,5
23990,Toyota,RAV4,GX (4X4),ASA44R MY17,2017,184528,Wagon,Automatic,Unleaded Petrol,Used,2494,White,5
17995,Ford,Territory,Titanium (rwd),SZ,2011,145851,Wagon,Automatic,Diesel,Used,2720,Grey,7
31990,Ford,Transit Custom,340L (lwb),VN MY17.75,2017,168191,Van,Automatic,Diesel,Used,1995,White,3
36990,Nissan,Qashqai,TI,MY20,2020,24552,Wagon,Automatic,Unleaded Petrol,Used,1997,Blue,5
26990,Mazda,CX-5,Maxx Sport (4X2),MY18 (KF Series 2),2018,150339,Wagon,Automatic,Unleaded Petrol,Used,1997,Silver,5
65995,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY19,2018,121096,Double Cab Pick Up,Automatic,Diesel,Used,1996,Grey,5
86490,Ford,Mustang,Fastback Bullitt,FN,2018,14227,Coupe,Manual,Premium Unleaded Petrol,Used,4950,Green,4
32980,Skoda,Scala,110 TSI Launch Edition,MY21,2020,11335,Hatchback,Automatic,Premium Unleaded Petrol,Used,1498,Blue,5
9930,Kia,RIO,S,UB MY13,2012,81752,Hatchback,Manual,Unleaded Petrol,Used,1396,White,5
29999,Hyundai,Iload,Crew,TQ MY15,2015,159631,Van,Automatic,Diesel,Used,2497,White,6
41990,Land Rover,Range Rover Sport,3.0 TDV6 Autobiography,MY11,2011,122086,Wagon,Automatic,Diesel,Used,2993,White,5
14980,Mini,Cooper,S,R56 MY11,2011,119719,Hatchback,Manual,Premium Unleaded Petrol,Used,1598,Grey,4
32980,Subaru,Forester,2.5I-S,MY16,2016,51839,Wagon,Automatic,Unleaded Petrol,Used,2498,Grey,5
28000,Toyota,Camry,Altise,ASV50R MY16,2017,68423,Sedan,Automatic,Unleaded Petrol,Used,2494,Silver,5
24500,Holden,Commodore,LT,ZB,2018,102824,Liftback,Automatic,Premium Unleaded Petrol,Used,1998,Grey,5
36880,Holden,Colorado,LS (4X4),RG MY16,2016,177340,Crew Cab Chassis,Automatic,Diesel,Used,2776,White,5
64880,Audi,Q5,45 Tfsi Quattro Sport,FY MY19,2019,24990,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,White,5
44888,Hyundai,Tucson,Highlander (awd) Black INT,TL3 MY20,2019,39314,Wagon,Automatic,Diesel,Used,1995,White,5
21800,Toyota,RAV4,GX (4X4),ALA49R,2013,122273,Wagon,Automatic,Diesel,Used,2231,Grey,5
49490,Toyota,Hilux,SR (4X4),GUN126R,2017,79015,Dual Cab Chassis,Automatic,Diesel,Used,2753,White,5
55000,Holden,Commodore,SS-V Redline,VF II,2016,90000,Sedan,Manual,Premium Unleaded Petrol,Used,6200,Silver,5
44990,Toyota,Yaris Cross,Urban Hybrid,Mxpj10R,2020,13968,Wagon,Automatic,Unleaded Petrol/Electric,Used,1490,Gold,5
42999,Hyundai,Kona,N Line Premium SRF (awd),Os.v4 MY22,2022,6900,Wagon,Automatic,Unleaded Petrol,Used,1598,Dark,5
38800,Toyota,Kluger,GX (4X2),GSU50R,2016,76900,Wagon,Automatic,Unleaded Petrol,Used,3456,Blue,7
18500,Toyota,Landcruiser Prado,GXL (4X4),GRJ120R MY07,2007,237500,Wagon,Automatic,Unleaded Petrol,Used,3955,Silver,8
25500,Volkswagen,Amarok,TDI420 Core Edition (4X4),2H MY15,2015,189000,Dual Cab Utility,Automatic,Diesel,Used,1968,Grey,5
34999,Subaru,WRX,Premium (awd),MY15,2015,116000,Sedan,Manual,Premium Unleaded Petrol,Used,1998,White,5
13990,Land Rover,Discovery 3,SE,MY08,2008,219855,Wagon,Automatic,Premium Unleaded Petrol,Used,4009,Grey,5
16999,Nissan,Murano,TI,Z51,2009,66090,Wagon,Automatic,Unleaded Petrol,Used,3498,Grey,5
39750,Mitsubishi,Triton,GLX (4X4),MR MY19,2018,46101,Cab Chassis,Automatic,Diesel,Used,2440,White,5
12500,Holden,Commodore,SV6,VE II,2010,225000,Utility,Automatic,Unleaded Petrol,Used,3565,Black,2
21750,Subaru,XV,2.0I-S,MY15,2015,113141,Wagon,Automatic,Unleaded Petrol,Used,1995,Grey,5
38990,Volkswagen,Amarok,TDI420 Ultimate (4X4),2H MY15,2015,76861,Dual Cab Utility,Automatic,Diesel,Used,1968,White,5
14990,Holden,Trax,LS,TJ MY16,2016,113420,Wagon,Automatic,Unleaded Petrol,Used,1796,Red,5
32750,Holden,Colorado 7,Trailblazer (4X4),RG MY16,2016,148740,Wagon,Automatic,Diesel,Used,2776,White,7
24000,Toyota,Landcruiser Prado,GXL (4X4),GRJ120R MY07,2007,244000,Wagon,Automatic,Unleaded Petrol,Used,3955,Grey,8
25000,Infiniti,Q50,2.0T GT,V37,2016,65000,Sedan,Automatic,Premium Unleaded Petrol,Used,1991,Grey,5
22000,Ford,Territory,TS (rwd),SZ MK2,2015,162000,Wagon,Automatic,Diesel,Used,2720,Metallic,7
10000,Ford,Ranger,XL (4X4),PK,2009,288000,Cab Chassis,Manual,Diesel,Used,2953,White,2
4990,Holden,Commodore,Executive,VZ,2004,193000,Sedan,Automatic,Unleaded Petrol,Used,3565,Green,5
13888,Ford,Territory,Titanium (4X4),SZ,2014,258048,Wagon,Automatic,Diesel,Used,2720,White,7
17000,Holden,Commodore,SS,VE II,2010,207141,Utility,Automatic,Unleaded Petrol,Used,5967,White,2
67000,Mercedes-Benz,C63,AMG,W204,2010,69000,Sedan,Automatic,Premium Unleaded Petrol,Used,6208,White,5
18000,Mercedes-Benz,CLK320,Avantgarde,A209,2004,115000,Cabriolet,Automatic,Premium Unleaded Petrol,Used,3199,Navy,4
69990,Mercedes-Benz,A45,AMG,176 MY17,2017,36000,Hatchback,Automatic,Premium Unleaded Petrol,Used,1991,Black,5
22000,Mitsubishi,Triton,GLX (4X4),MN MY13,2013,251000,Double Cab Utility,Manual,Diesel,Used,2477,White,5
35888,Toyota,Kluger,GX (4X2),GSU50R MY17,2017,95489,Wagon,Automatic,Unleaded Petrol,Used,3456,Grey,7
29490,Nissan,X-Trail,ST (2WD),T32 Series 2,2018,62365,Wagon,Automatic,Unleaded Petrol,Used,2488,White,5
74777,Toyota,Hilux,Rogue (4X4),GUN126R Facelift,2021,35590,Double Cab Pick Up,Automatic,Diesel,Used,2753,Red,5
10900,BMW,320I,Touring Executive,E91 MY09,2009,141837,Wagon,Automatic,Premium Unleaded Petrol,Used,1995,Black,5
35990,Toyota,Hilux,SR (4X4),GUN126R,2017,217360,Cab Chassis,Automatic,Diesel,Used,2753,White,2
31500,Audi,A3,1.4 Tfsi COD,8V MY17,2016,43000,Sedan,Automatic,Premium Unleaded Petrol,Used,1395,Silver,5
39999,Kia,Carnival,SLI,YP MY16 Update,2016,93000,Wagon,Automatic,Diesel,Used,2199,Leather,8
11888,Mercedes-Benz,C200,Kompressor Classic,W204,2009,148370,Sedan,Automatic,Premium Unleaded Petrol,Used,1796,Grey,5
27000,Mitsubishi,Triton,GLX (4X4),MQ MY16,2015,123132,Dual Cab Chassis,Manual,Diesel,Used,2440,Silver,5
15500,Holden,Captiva,7 LS (fwd),CG MY16,2016,76150,Wagon,Automatic,Unleaded Petrol,Used,2384,White,7
14500,Ford,Ranger,XL (4X4),PJ,2007,162864,Cab Chassis,Manual,Diesel,Used,2953,White,2
13500,Mazda,CX-9,Classic (fwd),10 Upgrade,2011,168039,Wagon,Automatic,Unleaded Petrol,Used,3726,White,7
29900,Audi,Q3,1.4 Tfsi (110KW),8U MY17,2016,108000,Wagon,Automatic,Premium Unleaded Petrol,Used,1395,Grey,5
24500,Ssangyong,Rexton,RX270 XVT SPR II,Y200 MY08,2010,210000,Wagon,Automatic,Diesel,Used,2696,White,7
7490,Honda,Civic,VTI,MY09,2010,90100,Sedan,Manual,Unleaded Petrol,Used,1799,Black,5
37500,Nissan,Navara,ST (4X4),D23 Series II,2017,131236,Dual Cab Utility,Automatic,Diesel,Used,2298,White,5
13000,Holden,Commodore,SV6,VE II,2010,248,Utility,Automatic,Unleaded Petrol,Used,3565,Black,2
76500,Volkswagen,Touareg,Launch Edition,MY20,2019,99200,Wagon,Automatic,Diesel,Used,2967,Grey,5
40990,Toyota,Kluger,GX (4X2),GSU50R,2019,85159,Wagon,Automatic,Unleaded Petrol,Used,3456,Black,7
25990,Ford,Ranger,XL 2.2 HI-Rider (4X2),PX Mkii,2015,189098,Crew Cab Pickup,Automatic,Diesel,Used,2198,White,5
16990,Holden,Captiva,7 LT (awd),CG MY17,2017,141999,Wagon,Automatic,Unleaded Petrol,Used,2997,Grey,7
49990,Volkswagen,Golf,R,AU MY19,2018,56476,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,White,5
73990,Toyota,Landcruiser,GXL (4X4),VDJ200R MY13,2014,177090,Wagon,Automatic,Diesel,Used,4461,Silver,8
9800,Peugeot,Partner,1.6 HDI,B9P,2009,219670,Van,Manual,Diesel,Used,1560,White,2
71282,Jeep,Wrangler Unlimited,Sport S (4X4),JL MY19,2019,29900,Softtop,Automatic,Unleaded Petrol,Used,3604,Black,5
13990,Toyota,Camry,Sportivo,ACV40R 09 Upgrade,2011,205438,Sedan,Automatic,Unleaded Petrol,Used,2362,Silver,5
23998,Mitsubishi,ASX,XLS (4WD),XC MY17,2016,91335,Wagon,Automatic,Diesel,Used,2268,White,5
21998,Mitsubishi,ASX,LS (2WD),XC MY19,2019,98672,Wagon,Automatic,Unleaded Petrol,Used,1998,Red,5
44990,Volkswagen,Golf,GTI,AU MY19,2019,52244,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,Black,5
25900,Nissan,Pathfinder,ST-L (4X2),R52,2013,144612,Wagon,Automatic,Premium Unleaded Petrol,Used,3498,Black,7
2400,Honda,Accord,VTI,50,2008,184549,Sedan,Automatic,Unleaded Petrol,Used,2354,Black,5
19990,Toyota,Hilux,SR,KUN16R MY12,2012,251021,X Cab Pickup,Manual,Diesel,Used,2982,White,4
58800,Audi,S4,3.0 Tfsi Quattro,B9 MY17,2017,84260,Sedan,Automatic,Premium Unleaded Petrol,Used,2995,Grey,5
54988,Nissan,370Z,(5YR),Z34 MY18,2019,27208,Coupe,Automatic,Premium Unleaded Petrol,Used,3696,White,2
16990,Holden,Commodore,SS,VU,2001,286784,Utility,Automatic,Unleaded Petrol,Used,5665,White,2
18590,Mitsubishi,Triton,GLX,MN MY13,2013,274088,Double Cab Utility,Automatic,Diesel,Used,2477,Silver,5
45990,Mitsubishi,Pajero,GLX LWB (4X4) 7 Seat,NX MY19,2018,106138,Wagon,Automatic,Diesel,Used,3200,White,7
38670,Subaru,Forester,2.0E-L Hybrid (awd),MY20,2019,59923,Wagon,Automatic,Unleaded Petrol/Electric,Used,1995,White,5
22990,Nissan,Navara,ST-R (4X4),D22 Series 5,2011,127169,Dual Cab Pick-up,Manual,Diesel,Used,2488,Silver,5
47500,Nissan,X-Trail,TI (4WD),T32 MY22,2022,4024,Wagon,Automatic,Unleaded Petrol,Used,2488,White,5
7290,Toyota,Corolla,Ascent,ZRE152R,2007,195000,Hatchback,Automatic,Unleaded Petrol,Used,1798,Silver,5
35990,Subaru,Liberty,2.5I Premium,MY18,2018,43328,Sedan,Automatic,Unleaded Petrol,Used,2498,Blue,5
57990,Audi,RS Q3,2.5 Tfsi Quattro,8U MY15,2016,66369,Wagon,Automatic,Premium Unleaded Petrol,Used,2480,Blue,5
54882,Audi,TT,S 2.0 Tfsi Quattro,FV,2016,55714,Coupe,Automatic,Premium Unleaded Petrol,Used,1984,White,4
39992,Subaru,WRX,STI,MY15,2015,82569,Sedan,Manual,Premium Unleaded Petrol,Used,2457,Grey,5
29990,Hyundai,Veloster,SR Turbo,FS5 Series 2 MY16,2017,70025,Coupe,Automatic,Unleaded Petrol,Used,1591,Red,4
44990,Mitsubishi,Pajero,Exceed LWB (4X4),NX MY16,2016,155383,Wagon,Automatic,Diesel,Used,3200,Grey,7
39990,Nissan,Patrol,ST (4X4),GU Series 9,2013,66931,Wagon,Manual,Diesel,Used,2953,White,7
40990,Volkswagen,Touareg,150 TDI Element,7P MY16,2015,85343,Wagon,Automatic,Diesel,Used,2967,White,5
29990,Ford,Escape,Trend (awd),ZG MY19.25,2019,87822,Wagon,Automatic,Diesel,Used,1998,Red,5
29990,Ford,Escape,Trend (awd),ZG MY19.25,2019,92310,Wagon,Automatic,Diesel,Used,1998,Blue,5
77990,Jaguar,E-Pace,D180 Chequered FLG AWD (132KW),X540 MY20,2020,10981,Wagon,Automatic,Diesel,Used,1999,Grey,5
52990,Ford,Mustang,Fastback GT 5.0 V8,FM,2015,53321,Coupe,Manual,Premium Unleaded Petrol,Used,4950,Silver,4
28500,Nissan,Navara,ST (4X2),D23 Series II,2017,202730,Dual Cab Utility,Automatic,Diesel,Used,2298,White,5
48000,Porsche,Cayenne,Diesel,Series 2 MY13,2012,103000,Wagon,Automatic,Diesel,Used,2967,Black,5
12990,Skoda,Octavia,118 TSI,1Z MY11,2010,178343,Liftback,Automatic,Premium Unleaded Petrol,Used,1798,Silver,5
16950,Ford,Ranger,XL 2.2 (4X2),PX,2012,161683,Cab Chassis,Manual,Diesel,Used,2198,Black,2
22000,Mercedes-Benz,A180,BE,176,2014,100000,Hatchback,Automatic,Premium Unleaded Petrol,Used,1595,White,5
11990,Holden,Commodore,Berlina International,VE II,2011,224690,Sedan,Automatic,Unleaded Petrol,Used,2997,Silver,5
19900,Mitsubishi,Challenger,(4X4),PC MY14,2015,270000,Wagon,Manual,Diesel,Used,2477,White,5
41488,Ford,Ranger,XLS 3.2 (4X4),PX Mkii,2016,94555,Dual Cab Utility,Automatic,Diesel,Used,3198,Grey,5
32990,Ford,Ranger,XL 3.2 (4X4),PX Mkii,2016,163150,Cab Chassis,Automatic,Diesel,Used,3198,White,2
37980,Volkswagen,Transporter,TDI 340 LWB LOW,T6 MY19,2019,171000,Van,Automatic,Diesel,Used,1968,White,2
10999,Skoda,Octavia,RS,1Z,2009,158208,Sedan,Manual,Premium Unleaded Petrol,New In Stock,1984,Blue,5
29995,Audi,Q3,2.0 Tfsi Sport Quattro (132KW),8U MY16,2016,102682,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,Grey,5
44888,Mitsubishi,Pajero Sport,GLS (4X4) 7 Seat,MY18,2018,59271,Wagon,Automatic,Diesel,Used,2442,Silver,7
12995,Nissan,Navara,RX (4X2),D40 MY11,2012,248839,Dual Cab Pick-up,Manual,Diesel,Used,2488,White,5
10000,Mazda,6,Classic,GH MY10,2011,210000,Sedan,Automatic,Unleaded Petrol,Used,2488,Silver,5
38590,Land Rover,Discovery Sport,TD4 150 SE 5 Seat,LC MY17,2017,110760,Wagon,Automatic,Diesel,Used,1999,Blue,5
39990,Holden,Colorado,LS (4X4),RG MY18,2018,71432,Crew Cab Pickup,Automatic,Diesel,Used,2776,White,5
37000,Toyota,Hilux,SR5 (4X4),KUN26R MY14,2014,187337,Dual Cab Pick-up,Automatic,Diesel,Used,2982,Silver,5
39990,Mercedes-Benz,C200,D,205 MY16,2015,111500,Sedan,Automatic,Diesel,Used,1598,Grey,5
34888,Volkswagen,Tiguan,132 TSI Comfortline,5NA,2016,80683,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,White,5
21990,Ford,Territory,TS (rwd),SZ,2012,194703,Wagon,Automatic,Diesel,Used,2720,White,7
56990,Lexus,RX450H,Sports Luxury Hybrid,GYL25R,2015,131400,Wagon,Automatic,Premium Unleaded/Electric,Used,3456,Black,5
42990,Kia,Sorento,GT-Line (4X4),UM MY18,2018,115061,Wagon,Automatic,Diesel,Used,2199,Grey,7
48990,Lexus,UX200,Sports Luxury +EP,Mzaa10R MY19,2019,53947,Wagon,Automatic,Unleaded Petrol,Used,1987,Silver,5
73980,Jeep,Gladiator,Night Eagle (4X4),JT MY22,2022,22,Dual Cab Utility,Automatic,Unleaded Petrol,New In Stock,3604,Blue,5
39990,Holden,Commodore,SS-V SE,VE MY10,2009,135583,Sedan,Manual,Premium Unleaded Petrol,Used,5967,Black,5
48888,Lexus,RC350,F Sport,GSC10R MY16,2015,60000,Coupe,Automatic,Premium Unleaded Petrol,Used,3456,Grey,4
34888,Mercedes-Benz,GLA250,4Matic,X156 MY15,2015,78561,Wagon,Automatic,Premium Unleaded Petrol,Used,1991,Black,5
22470,Honda,Jazz,VTI,GK MY20,2019,56711,Hatchback,Automatic,Unleaded Petrol,Used,1497,White,5
59990,Toyota,Hilux,SR5 (4X4),GUN126R MY19 Upgrade,2019,119986,Double Cab Pick Up,Manual,Diesel,Used,2753,Blue,5
34990,Toyota,Camry,Ascent Sport,ASV70R,2019,32151,Sedan,Automatic,Unleaded Petrol,Used,2494,Silver,5
25000,Volkswagen,Polo,GTI,6R MY13,2013,65000,Hatchback,Automatic,Premium Unleaded Petrol,Used,1390,Black,5
3400,Holden,Astra,Convertible,TS,2005,170978,Convertible,Manual,Premium Unleaded Petrol,Used,2198,Silver,4
7500,Mitsubishi,Triton,GLX-R (4X4),ML,2007,294000,Double Cab Utility,Manual,Unleaded Petrol,Used,3497,Silver,5
4200,Toyota,Camry,Altise,ACV36R,2003,161000,Sedan,Automatic,Unleaded Petrol,Used,2362,White,5
14000,Mitsubishi,Triton,GLX-R (4X4),MN MY11,2011,264000,Double Cab Utility,Automatic,Diesel,Used,2477,Black,5
12495,Kia,Rondo,SLI,UN MY11,2012,153204,Wagon,Automatic,Unleaded Petrol,Used,1998,Silver,7
14300,MG,MG3 Auto,Core (with Navigation),SZP1 MY21,2021,25400,Hatchback,Automatic,Premium Unleaded Petrol,Used,1498,Grey,5
21000,Mitsubishi,Triton,GLX (4X4),MN MY14 Update,2014,190780,Double Cab Utility,Automatic,Diesel,Used,2477,Silver,5
80000,Mercedes-Benz,E63,AMG,212,2011,79000,Sedan,Automatic,Premium Unleaded Petrol,Used,6208,Black,5
14990,Holden,Captiva,Active 5 Seater,CG MY17,2016,235392,Wagon,Automatic,Unleaded Petrol,Used,2384,Silver,5
14995,Holden,Commodore,SV6,VE MY09.5,2009,122054,Sedan,Manual,Unleaded Petrol,Used,3565,Silver,5
29995,Ford,Ranger,XLT 3.2 (4X4),PX Mkii,2015,210123,Dual Cab Utility,Automatic,Diesel,Used,3198,Silver,5
20880,Toyota,RAV4,GX (2WD),ZSA42R,2013,102000,Wagon,Manual,Unleaded Petrol,Used,1987,White,5
52990,Toyota,C-HR,GR-S (2WD) TWO Tone Hybrid,ZYX10R,2021,11798,Wagon,Automatic,Unleaded Petrol/Electric,Used,1798,Red,5
31490,Toyota,Corolla,Ascent Sport (hybrid),ZWE211R,2018,65870,Hatchback,Automatic,Unleaded Petrol/Electric,Used,1798,Blue,5
40990,LDV,T60,Trailrider 2 (4X4) D20,SKC8 MY20,2020,36095,Double Cab Utility,Automatic,Diesel,Used,1996,Black,5
59490,Ford,Falcon,XR8,FG X,2015,47735,Sedan,Automatic,Unleaded Petrol,Used,4950,Silver,5
22350,Kia,Sportage,SI (awd),QL MY17,2017,174062,Wagon,Automatic,Diesel,Used,1995,Silver,5
3400,Honda,CR-V,(4X4) Sport,MY03,2003,220000,Wagon,Automatic,Unleaded Petrol,Used,2354,Blue,5
34890,Hyundai,Sonata,Premium,LF4 MY18,2018,32352,Sedan,Automatic,Unleaded Petrol,Used,1998,Grey,5
5990,Peugeot,207,XR,MY11,2012,142000,Hatchback,Manual,Unleaded Petrol,Used,1360,White,5
40000,Nissan,Navara,SL (4X4),D23 Series II,2018,91000,Dual Cab Utility,Automatic,Diesel,Used,2298,Red,5
66500,Ford,Everest,Titanium (4WD 7 Seat),UA II MY20.25,2020,21800,Wagon,Automatic,Diesel,Used,1996,Deep,7
41300,Mazda,BT-50,XS (4X2),B19C,2022,9,Cab Chassis,Automatic,Diesel,New In Stock,1898,White,2
24995,Jeep,Grand Cherokee,Laredo (4X4),WK MY14,2014,168310,Wagon,Automatic,Diesel,Used,2987,Black,5
14990,Hyundai,Elantra,Elite,MD Series 2 (MD3),2014,111527,Sedan,Automatic,Unleaded Petrol,Used,1796,White,5
17990,Suzuki,Vitara,RT-S,LY,2015,113843,Wagon,Automatic,Unleaded Petrol,Used,1586,White,5
21990,Volkswagen,Golf,110 TSI Trendline,AU MY18,2018,73131,Wagon,Automatic,Premium Unleaded Petrol,Used,1395,White,5
27990,Mitsubishi,ASX,ES Adas ( 2WD),XD MY20,2020,41950,Wagon,Automatic,Unleaded Petrol,Used,1999,White,5
35990,Toyota,Camry,Ascent (hybrid),Axvh71R MY19,2019,70658,Sedan,Automatic,Premium Unleaded/Electric,Used,2494,White,5
46990,Toyota,Hilux,SR (4X4),GUN126R,2017,141290,Dual Cab Utility,Automatic,Diesel,Used,2753,Silver,5
41990,Ford,Ranger,XLS 3.2 (4X4),PX Mkii MY18,2017,159098,Dual Cab Utility,Automatic,Diesel,Used,3198,White,5
46990,Isuzu,D-MAX,SX HI-Ride (4X4),TF MY17,2017,51580,Crew Cab Utility,Automatic,Diesel,Used,2999,Black,5
29888,Mercedes-Benz,C200,Avantgarde,W204 MY14,2014,61423,Sedan,Automatic,Premium Unleaded Petrol,Used,1796,Silver,5
32500,Nissan,Navara,RX (4X4),NP300 D23,2016,144573,Double Cab Utility,Manual,Diesel,Used,2298,Polar,5
34990,Mazda,CX-5,GT (4X4),MY17.5 (KF Series 2),2018,97516,Wagon,Automatic,Diesel,Used,2191,Silver,5
31888,Isuzu,D-MAX,SX LOW-Ride (4X2),TF MY19,2019,44230,Cab Chassis,Manual,Diesel,Used,2999,White,2
69919,Mercedes-Benz,CLA45,4Matic,117 MY18,2017,87872,Coupe,Automatic,Premium Unleaded Petrol,Used,1991,White,5
38950,Toyota,Hilux,Workmate,GUN122R MY19,2019,44309,Cab Chassis,Manual,Diesel,Used,2393,Blue,2
38900,Lexus,NX200T,F Sport (awd),AGZ15R,2016,135000,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,White,5
